"","Datum","Warengruppe","Umsatz","umsatz_day_before","weekday","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode"
"313",2013-09-03,5,270.350123886175,236.082416986532,3,7,18.225,11,21
"314",2013-09-03,2,357.401285676803,350.023432755307,3,7,18.225,11,21
"315",2013-09-03,4,66.7042185386037,97.5577291094531,3,7,18.225,11,21
"316",2013-09-03,3,174.655491296255,165.884794599896,3,7,18.225,11,21
"317",2013-09-03,1,138.825618927843,138.408723210465,3,7,18.225,11,21
"318",2013-09-04,1,100.221969526295,138.825618927843,4,7,18.125,5,36.1410998552822
"319",2013-09-04,3,162.83743839423,174.655491296255,4,7,18.125,5,36.1410998552822
"320",2013-09-04,4,102.369988965095,66.7042185386037,4,7,18.125,5,36.1410998552822
"321",2013-09-04,2,362.249371679536,357.401285676803,4,7,18.125,5,36.1410998552822
"322",2013-09-04,5,308.670506473354,270.350123886175,4,7,18.125,5,36.1410998552822
"323",2013-09-05,4,64.7180977987766,102.369988965095,5,0,21.7,8,36.1410998552822
"324",2013-09-05,2,400.95010523182,362.249371679536,5,0,21.7,8,36.1410998552822
"325",2013-09-05,5,309.022150561535,308.670506473354,5,0,21.7,8,36.1410998552822
"326",2013-09-05,3,155.795527807677,162.83743839423,5,0,21.7,8,36.1410998552822
"327",2013-09-05,1,173.658100347255,100.221969526295,5,0,21.7,8,36.1410998552822
"328",2013-09-06,5,307.019415636833,309.022150561535,6,0,24.7,9,36.1410998552822
"329",2013-09-06,4,79.6716952926438,64.7180977987766,6,0,24.7,9,36.1410998552822
"330",2013-09-06,2,395.673296994009,400.95010523182,6,0,24.7,9,36.1410998552822
"331",2013-09-06,3,183.372780096599,155.795527807677,6,0,24.7,9,36.1410998552822
